age, fnlwgt, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 12
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 11
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 14
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 14
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 14
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 11
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
41, 101488.5, 2318.5, 0, 40.5, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
54.5, 149250.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
54.5, 149250.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 5
54.5, 149250.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
54.5, 149250.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 6
54.5, 149250.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 15
54.5, 149250.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
54.5, 149250.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 7
54.5, 149250.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 12
54.5, 149250.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
